TimeStamp,0_kbmemfree,0_kbmemused,0_X..memused,0_kbbuffers,0_kbcached,0_kbactive,0_kbinact,0_kbdirty,0_kbswpfree,0_kbswpused,0_kbswpcad,0_X..swpcad,0_dentunusd,0_inode.nr,0_plist.sz,0_ldavg.5,0_temp1_degC,0_temp1_.temp,0_temp2_degC,0_temp2_.temp,0_temp3_degC,0_temp3_.temp,0_temp4_degC,0_temp4_.temp,0_X.dev.mapper.cloud..2.root_MBfsfree,0_X.dev.mapper.cloud..2.root_MBfsused,1_kbmemfree,1_kbmemused,1_X..memused,1_kbbuffers,1_kbcached,1_kbactive,1_kbinact,1_dentunusd,1_inode.nr,1_ldavg.5,1_ldavg.15,1_X.dev.mapper.cloud..3.root_MBfsfree,1_X.dev.mapper.cloud..3.root_MBfsused,1_X.dev.mapper.cloud..3.root_.fsused,2_sum_intr.s,2_i140_intr.s,2_kbmemfree,2_kbmemused,2_X..memused,2_kbbuffers,2_kbcached,2_kbcommit,2_X..commit,2_kbactive,2_file.nr,2_runq.sz,2_plist.sz,2_ldavg.1,2_ldavg.5,2_ldavg.15,2_totsck,2_tcpsck,2_irec.s,2_idel.s,2_iseg.s,2_temp1_degC,2_temp1_.temp,2_temp2_degC,2_temp2_.temp,2_temp3_degC,2_temp3_.temp,2_temp4_degC,2_temp4_.temp,2_X.dev.mapper.cloud..7.root_MBfsfree,2_X.dev.mapper.cloud..7.root_MBfsused,2_X.dev.mapper.cloud..7.root_.fsused,2_X.dev.mapper.cloud..7.root_.ufsused,2_X.dev.mapper.cloud..7.root_Ifree,2_X.dev.mapper.cloud..7.root_Iused,3_all_..soft,3_cpu13_.sys,3_cpu13_.soft,3_cswch.s,3_sum_intr.s,3_i127_intr.s,3_i128_intr.s,3_i129_intr.s,3_i130_intr.s,3_i131_intr.s,3_i132_intr.s,3_i133_intr.s,3_kbmemfree,3_kbmemused,3_X..memused,3_kbbuffers,3_kbcached,3_kbcommit,3_X..commit,3_kbactive,3_kbdirty,3_file.nr,3_runq.sz,3_plist.sz,3_ldavg.1,3_ldavg.5,3_ldavg.15,3_eth1_rxpck.s,3_eth1_txpck.s,3_eth1_txkB.s,3_totsck,3_tcpsck,3_irec.s,3_idel.s,3_orq.s,3_iseg.s,3_oseg.s,3_temp1_degC,3_temp1_.temp,3_temp2_degC,3_temp2_.temp,3_temp3_degC,3_temp3_.temp,3_temp4_degC,3_temp4_.temp,3_X.dev.mapper.cloud..8.root_MBfsfree,3_X.dev.mapper.cloud..8.root_MBfsused,3_X.dev.mapper.cloud..8.root_.fsused,3_X.dev.mapper.cloud..8.root_.ufsused,3_X.dev.mapper.cloud..8.root_Ifree,3_X.dev.mapper.cloud..8.root_Iused,4_cpu0_.usr,4_cpu0_.idle,4_cpu2_.usr,4_cpu2_.idle,4_cpu4_.idle,4_cpu8_.idle,4_cpu10_.usr,4_sum_intr.s,4_kbmemfree,4_kbmemused,4_X..memused,4_kbbuffers,4_kbcached,4_kbcommit,4_X..commit,4_kbactive,4_kbinact,4_file.nr,4_runq.sz,4_plist.sz,4_ldavg.1,4_ldavg.5,4_ldavg.15,4_totsck,4_tcpsck,4_tcp.tw,4_irec.s,4_idel.s,4_iseg.s,4_temp1_degC,4_temp1_.temp,4_temp2_degC,4_temp2_.temp,4_temp3_degC,4_temp3_.temp,4_temp4_degC,4_temp4_.temp,4_X.dev.mapper.cloud..9.root_MBfsfree,4_X.dev.mapper.cloud..9.root_MBfsused,4_X.dev.mapper.cloud..9.root_.fsused,4_X.dev.mapper.cloud..9.root_.ufsused,4_X.dev.mapper.cloud..9.root_Ifree,4_X.dev.mapper.cloud..9.root_Iused,5_all_..idle,5_sum_intr.s,5_i136_intr.s,5_i137_intr.s,5_i138_intr.s,5_i139_intr.s,5_i140_intr.s,5_i141_intr.s,5_i142_intr.s,5_kbmemfree,5_kbmemused,5_X..memused,5_kbbuffers,5_kbcached,5_kbcommit,5_X..commit,5_kbactive,5_kbinact,5_kbdirty,5_kbswpfree,5_kbswpused,5_kbswpcad,5_X..swpcad,5_dentunusd,5_inode.nr,5_plist.sz,5_eth1_rxpck.s,5_eth1_txpck.s,5_eth1_txkB.s,5_totsck,5_tcpsck,5_irec.s,5_idel.s,5_orq.s,5_iseg.s,5_oseg.s,5_temp1_degC,5_temp1_.temp,5_temp2_degC,5_temp2_.temp,5_temp3_degC,5_temp3_.temp,5_temp4_degC,5_temp4_.temp,5_X.dev.mapper.cloud..5.root_MBfsfree,5_X.dev.mapper.cloud..5.root_MBfsused,5_X.dev.mapper.cloud..5.root_.fsused,1_RxPacktes,1_RxBytes,4_RxPacktes,4_RxBytes,5_RxPacktes,5_RxBytes,6_RxPacktes,6_RxBytes,0_TxPacktes,0_TxBytes,1_RxPacktes,1_RxBytes,4_RxPacktes,4_RxBytes,5_RxPacktes,5_TxPacktes,5_RxBytes,5_TxBytes,6_RxPacktes,6_TxPacktes,6_RxBytes,15_RxPacktes,15_RxBytes,17_TxPacktes,17_TxBytes,20_TxPacktes,20_TxBytes,21_RxPacktes,21_RxBytes,22_RxPacktes,22_TxPacktes,22_RxBytes,22_TxBytes,23_RxPacktes,23_TxPacktes,23_RxBytes,23_TxBytes,24_RxPacktes,24_TxPacktes,24_RxBytes,25_RxPacktes,25_TxPacktes,25_RxBytes,25_TxBytes,29_RxPacktes,29_RxBytes,30_TxPacktes,30_TxBytes,31_RxPacktes,31_RxBytes,32_TxPacktes,32_TxBytes,34_RxPacktes,34_RxBytes,35_RxPacktes,35_TxPacktes,35_RxBytes,35_TxBytes,36_RxPacktes,36_TxPacktes,36_TxBytes,37_RxPacktes,37_TxPacktes,37_RxBytes,37_TxBytes,38_RxPacktes,38_TxPacktes,38_RxBytes,40_TxPacktes,40_TxBytes,41_RxPacktes,41_RxBytes,42_TxPacktes,42_TxBytes,43_RxPacktes,43_RxBytes
1479410164,37923704,28039784,42.51,188984,26513436,14993760,11799768,320,66900724,195848,39900,20.37,78613,93604,483,0.13,21.0,30.0,20.5,29.29,21.5,30.71,21.5,30.71,197246,207295,36526256,29437232,44.63,110572,27853116,16442732,11625208,100991,131596,0.02,0.07,178343,226198,55.91,20739.0,309.0,33337500,32625988,49.46,144416,26257600,15812616,11.88,20930584,4752,65,1908,61.2,49.42,48.05,323,53,1141.0,1142.0,1183.0,42.5,60.71,41.5,59.29,44.5,63.57,44.5,63.57,217715,186826,46.18,51.27,25942680,370024,0.21,6.0,5.0,84060.0,19863.0,1519.0,688.0,1136.0,155.0,688.0,463.0,246.0,36641672,29323448,44.45,224796,23579212,14870036,11.18,19183676,5548,5952,46,1751,59.05,42.91,44.05,11450.0,6288.0,6070.26,419,57,3097.0,3097.0,5635.0,3076.0,7040.0,45.5,65.0,45.0,64.29,47.5,67.86,47.5,67.86,277824,126845,31.35,36.43,25874309,438395,76.04,5.21,74.49,6.12,7.07,8.0,72.73,25327.0,30567192,35396296,53.66,185480,28368304,17066356,12.83,22600488,11070624,6720,68,2080,62.1,52.25,52.14,504,53,3,1353.0,1353.0,1349.0,44.0,62.86,44.0,62.86,44.5,63.57,44.5,63.57,154792,249749,61.74,66.82,25843758,468946,99.12,14081.0,1683.0,1675.0,1600.0,1574.0,1596.0,1715.0,1396.0,36890068,29073420,44.08,141644,27507692,602356,0.45,16654400,11081728,420,67030396,66176,11216,16.95,93547,90500,448,15885.0,14652.0,15156.95,558,259,7982.0,7982.0,10934.0,7985.0,14373.0,26.5,37.86,26.5,37.86,24.0,34.29,24.5,35.0,81415,323126,79.87,847,57431,1299,87806,3220,4587312,949,64576,2144,145105,847,57431,1299,87806,3220,951,4587312,64708,949,3221,64576,1332,90335,1328,90071,2190,148550,2186,148286,3117,917,4451635,62256,915,3083,62124,6991845,963,3283,65502,3291,959,4701119,65226,1336,90683,1334,90551,843,57087,846,57285,2142,144720,948,3232,64514,7305015,9945,3090,209398,3346,977,4790792,66406,970,3344,65888,1331,90271,1331,90223,844,57040,840,56776
1479410165,37923928,28039560,42.51,188984,26514104,14994192,11800068,348,66900724,195848,39900,20.37,78613,93604,483,0.16,21.0,30.0,21.0,30.0,22.0,31.43,22.0,31.43,197246,207295,36526476,29437012,44.63,110572,27853144,16442748,11625224,100991,131596,0.02,0.07,178343,226198,55.91,22090.0,273.0,33470144,32493344,49.26,144416,26257756,15309432,11.51,20826876,4752,67,1844,61.67,49.72,48.16,324,54,1096.0,1096.0,1055.0,42.12,60.18,41.75,59.64,44.5,63.57,44.5,63.57,217715,186826,46.18,51.27,25942680,370024,0.21,4.04,5.05,83251.49,22219.8,1760.4,638.61,1175.25,139.6,943.56,421.78,229.7,36588184,29376936,44.53,224796,23573876,15184580,11.41,19239852,4488,6000,56,1786,59.05,42.91,44.05,11195.05,7050.5,7245.35,420,58,3549.5,3549.5,5367.33,3546.53,6549.5,45.5,65.0,44.75,63.93,47.0,67.14,47.0,67.14,277824,126845,31.35,36.43,25874309,438395,69.07,8.25,70.1,9.28,12.12,12.87,71.29,24125.74,30621572,35341916,53.58,185480,28368696,16723248,12.57,22507384,11070384,6720,80,2064,62.1,52.25,52.14,505,54,3,1307.92,1307.92,1309.9,44.0,62.86,44.0,62.86,44.5,63.57,44.5,63.57,154792,249749,61.74,66.82,25843758,468946,99.29,12369.0,1556.0,1585.0,1412.0,1525.0,1501.0,1582.0,1333.0,36891088,29072400,44.07,141644,27507724,602356,0.45,16654428,11081728,452,67030396,66176,11216,16.95,93547,90501,448,14893.0,14449.0,15206.89,559,260,7291.0,7291.0,10313.0,7281.0,13834.0,26.25,37.5,26.25,37.5,24.0,34.29,24.5,35.0,81415,323126,79.87,828,56037,1273,86119,3069,4394536,894,60732,2098,141946,828,56037,1273,86119,3069,891,4394536,60534,894,3045,60732,1240,83821,1241,83875,2056,138966,2060,139242,3262,975,4651844,66306,975,3297,66306,7498817,848,2857,57576,2828,851,4040167,57786,1250,84469,1248,84277,834,56404,833,56338,2080,140728,881,2922,59874,6686197,9281,2961,200542,2737,819,3909239,55518,817,2763,55374,1242,83877,1238,83607,826,55857,826,55857
1479410166,37922924,28040564,42.51,188984,26514516,14994832,11799848,376,66900724,195848,39900,20.37,78613,93604,483,0.16,21.12,30.18,21.0,30.0,22.0,31.43,22.0,31.43,197246,207295,36526676,29436812,44.63,110576,27853144,16442768,11625236,100991,131596,0.02,0.07,178343,226198,55.91,22768.0,325.0,33495392,32468096,49.22,144416,26257896,15258592,11.47,20786760,4656,68,1841,61.67,49.72,48.16,323,54,1126.0,1125.0,1123.0,42.0,60.0,41.88,59.82,44.5,63.57,44.5,63.57,217715,186826,46.18,51.27,25942679,370025,0.29,6.93,6.93,79298.0,16759.0,1754.0,531.0,1104.0,140.0,975.0,447.0,260.0,36622336,29342784,44.48,224804,23568812,15227592,11.44,19205684,4744,6096,66,1789,59.05,42.91,44.05,12795.0,6754.0,6210.39,419,56,3544.0,3544.0,5409.0,3598.0,6610.0,45.5,65.0,44.5,63.57,47.12,67.32,47.12,67.32,277824,126845,31.35,36.43,25874309,438395,73.27,2.97,75.25,4.95,2.97,8.08,70.71,28521.0,30522548,35440940,53.73,185480,28369220,17089620,12.84,22618384,11070100,6768,65,2083,62.1,52.25,52.14,505,54,3,1253.0,1253.0,1251.0,44.0,62.86,44.0,62.86,44.38,63.39,44.38,63.39,154791,249750,61.74,66.82,25843758,468946,98.99,13889.0,1550.0,1581.0,1547.0,1537.0,1451.0,1611.0,1440.0,36891716,29071772,44.07,141644,27507756,602356,0.45,16654468,11081748,484,67030396,66176,11216,16.95,93547,90503,448,14215.0,13679.0,14315.76,561,262,7403.0,7403.0,10299.0,7397.0,13758.0,26.5,37.86,26.5,37.86,23.5,33.57,24.5,35.0,81415,323126,79.87,922,62232,1190,80674,3512,5090033,889,60030,2113,142990,922,62232,1190,80674,3512,890,5090033,60072,889,3548,60030,1177,79812,1178,79890,2106,142638,2109,142836,2951,779,4268660,52546,781,2951,52690,6947990,939,3680,63510,3683,937,5335562,63378,1193,80752,1198,81142,917,61746,913,61482,2122,143609,914,3650,61728,8484374,10638,3035,205246,3729,955,5403987,64608,954,3734,64542,1179,80016,1180,80082,921,62154,922,62220
1479410167,37924032,28039456,42.51,188984,26515056,14995184,11800028,404,66900724,195848,39900,20.37,78613,93604,483,0.16,21.25,30.36,20.5,29.29,21.88,31.25,21.88,31.25,197246,207295,36526804,29436684,44.63,110576,27853172,16442780,11625280,100991,131596,0.02,0.07,178343,226198,55.91,23406.0,286.0,33367564,32595924,49.42,144416,26258028,15579312,11.71,20900420,4656,67,1873,61.67,49.72,48.16,322,53,1009.0,1009.0,1008.0,42.0,60.0,41.5,59.29,44.75,63.93,44.75,63.93,217715,186826,46.18,51.27,25942679,370025,0.12,11.88,2.97,87653.0,16932.0,1469.0,612.0,940.0,153.0,892.0,416.0,247.0,36637952,29327168,44.46,224804,23572276,14927908,11.22,19186816,5012,6048,54,1754,58.64,43.1,44.1,11426.0,6331.0,6118.24,417,55,3083.0,3083.0,5120.0,3084.0,6460.0,45.38,64.82,45.0,64.29,47.0,67.14,47.0,67.14,277823,126846,31.35,36.43,25874309,438395,76.0,1.0,73.0,7.0,3.06,6.0,73.74,23220.0,30423364,35540124,53.88,185480,28369628,17438712,13.11,22720144,11069832,6768,69,2115,62.26,52.44,52.21,505,53,3,1192.0,1192.0,1195.0,43.5,62.14,43.5,62.14,44.5,63.57,44.5,63.57,154791,249750,61.74,66.82,25843758,468946,98.91,13700.0,1623.0,1482.0,1443.0,1527.0,1297.0,1581.0,1460.0,36891964,29071524,44.07,141644,27507792,602356,0.45,16654464,11081748,520,67030396,66176,11216,16.95,93547,90505,448,14728.0,13808.0,14340.75,563,264,7235.0,7235.0,9951.0,7244.0,13156.0,27.0,38.57,27.0,38.57,23.88,34.11,24.5,35.0,81415,323126,79.87,867,58461,1139,77516,3492,5019633,933,63341,2000,135563,867,58461,1139,77516,3492,928,5019633,63023,933,3477,63341,1214,82442,1214,82442,2042,138309,2036,137889,3626,984,5218370,66847,980,3612,66571,8419469,900,3394,61007,3412,903,4902933,61205,1212,82354,1211,82288,854,57647,854,57647,2001,135654,920,3442,62411,7709200,10080,2922,198216,3455,899,4956931,60923,904,3416,61265,1189,80684,1196,81252,863,58253,868,58595
1479410168,37922932,28040556,42.51,188984,26515344,14995260,11800208,436,66900724,195848,39900,20.37,78613,93604,483,0.16,21.12,30.18,20.5,29.29,22.0,31.43,22.0,31.43,197246,207295,36526216,29437272,44.63,110576,27853232,16442796,11625292,100991,131596,0.02,0.07,178343,226198,55.91,26135.0,282.0,33559748,32403740,49.12,144416,26258180,15179116,11.41,20707736,4656,58,1838,61.67,49.72,48.16,321,53,1018.0,1018.0,1013.0,42.0,60.0,41.38,59.11,44.5,63.57,44.5,63.57,217715,186826,46.18,51.27,25942679,370025,0.17,7.07,4.04,81627.0,19400.0,1559.0,577.0,1094.0,128.0,726.0,403.0,207.0,36529380,29435740,44.62,224804,23579288,15295968,11.5,19288744,5232,6048,57,1786,58.64,43.1,44.1,11709.0,6447.0,6440.39,417,55,3000.0,3000.0,4888.0,2959.0,6042.0,45.5,65.0,45.0,64.29,47.0,67.14,47.0,67.14,277823,126846,31.35,36.43,25874309,438395,73.27,3.96,71.43,7.14,8.0,9.9,72.45,28197.0,30399332,35564156,53.91,185480,28369756,17799472,13.38,22804576,11069240,6864,74,2151,62.26,52.44,52.21,506,53,3,1292.0,1292.0,1290.0,44.0,62.86,44.0,62.86,44.88,64.11,44.88,64.11,154791,249750,61.74,66.82,25843758,468946,99.12,14025.0,1580.0,1593.0,1441.0,1603.0,1336.0,1578.0,1545.0,36892524,29070964,44.07,141644,27507824,602356,0.45,16654532,11081776,0,67030396,66176,11216,16.95,93547,90501,448,13663.0,12907.0,13403.63,559,260,7364.0,7365.0,10347.0,7356.0,13671.0,26.25,37.5,26.25,37.5,23.75,33.93,24.25,34.64,81415,323126,79.87,855,57746,1272,86142,3177,4590446,816,55038,2131,144164,855,57746,1272,86142,3177,822,4590446,55446,816,3188,55038,1232,83870,1234,84002,2112,143154,2110,143022,3434,883,4953465,59668,886,3450,59890,7920871,816,3158,55351,3140,813,4537447,55153,1201,81776,1203,81908,875,59274,879,59538,2136,144550,806,3146,54410,7132252,9861,2945,199146,3029,809,4376535,54969,805,3040,54693,1243,84572,1240,84262,859,57990,855,57714
1479410169,37922448,28041040,42.51,188984,26515884,14996216,11799784,464,66900724,195848,39900,20.37,78613,93604,483,0.16,21.0,30.0,20.5,29.29,21.5,30.71,21.5,30.71,197246,207295,36526944,29436544,44.63,110576,27853260,16442808,11625292,100991,131596,0.02,0.07,178343,226198,55.91,27007.0,277.0,33573748,32389740,49.1,144416,26258316,14869516,11.18,20660972,4608,63,1803,61.67,49.72,48.16,321,53,1151.0,1151.0,1150.0,42.0,60.0,42.0,60.0,45.0,64.29,45.0,64.29,217715,186826,46.18,51.27,25942679,370025,0.25,10.78,5.88,82258.0,21046.0,1825.0,674.0,1103.0,113.0,885.0,384.0,215.0,36506868,29458252,44.66,224804,23574256,15535164,11.68,19313820,5472,6144,53,1821,58.64,43.1,44.1,11539.0,6415.0,6331.6,418,55,3419.0,3419.0,5322.0,3451.0,6631.0,45.25,64.64,45.0,64.29,47.5,67.86,47.5,67.86,277823,126846,31.35,36.43,25874309,438395,69.07,4.12,75.0,4.0,1.02,5.0,78.35,24766.0,30380468,35583020,53.94,185480,28370284,17382556,13.06,22733132,11068980,6816,67,2116,62.26,52.44,52.21,505,52,3,1449.0,1449.0,1448.0,44.0,62.86,44.0,62.86,44.5,63.57,44.5,63.57,154791,249750,61.74,66.82,25843758,468946,99.37,12593.0,1659.0,1516.0,1532.0,1564.0,1398.0,1580.0,1388.0,36892668,29070820,44.07,141644,27507856,602356,0.45,16654532,11081776,44,67030396,66176,11216,16.95,93547,90501,448,15085.0,14599.0,15305.9,559,260,7238.0,7237.0,10304.0,7231.0,13761.0,27.0,38.57,27.0,38.57,23.75,33.93,24.12,34.46,81415,323126,79.87,817,55295,1314,90213,3532,5107858,867,59135,2133,145616,817,55295,1314,90213,3532,867,5107858,59135,867,3527,59135,1274,87269,1274,87269,2098,143186,2100,143342,3288,813,4753439,55091,813,3286,55067,7644540,876,3647,59500,3651,879,5284748,59698,1268,86864,1270,86996,799,53951,800,54017,2132,145538,884,3635,60285,8314631,10409,3018,205967,3680,873,5331989,59186,873,3709,59186,1282,87969,1280,87831,826,55913,825,55847
1479410170,37921488,28042000,42.51,188984,26516040,14996344,11799796,492,66900724,195848,39900,20.37,78613,93604,483,0.17,21.0,30.0,20.62,29.46,21.88,31.25,21.88,31.25,197246,207296,36526396,29437092,44.63,110576,27853288,16442820,11625296,100991,131596,0.02,0.07,178343,226198,55.91,25170.0,290.0,33640644,32322844,49.0,144416,26258460,14849920,11.16,20629096,4560,61,1803,61.77,49.94,48.24,320,52,1058.0,1058.0,1058.0,42.0,60.0,42.0,60.0,44.88,64.11,44.88,64.11,217715,186826,46.18,51.27,25942679,370025,0.17,8.08,4.04,81041.0,15894.0,1521.0,663.0,1240.0,131.0,453.0,382.0,238.0,36474284,29490836,44.71,224804,23579536,15521396,11.66,19344392,3504,6240,56,1821,58.64,43.1,44.1,12403.0,6238.0,6177.12,418,56,2899.0,2899.0,5318.0,3006.0,6636.0,46.0,65.71,45.0,64.29,47.5,67.86,47.5,67.86,277823,126846,31.35,36.43,25874308,438396,69.39,5.1,74.0,10.0,5.05,5.21,68.63,25716.0,30437444,35526044,53.86,185480,28370812,17450852,13.12,22706836,11068892,6816,76,2116,62.26,52.44,52.21,505,53,3,1081.0,1081.0,1082.0,44.0,62.86,44.0,62.86,45.0,64.29,45.0,64.29,154791,249750,61.74,66.82,25843758,468946,99.16,12847.0,1714.0,1562.0,1547.0,1445.0,1461.0,1518.0,1473.0,36892144,29071344,44.07,141644,27507888,602356,0.45,16654564,11081800,76,67030396,66176,11216,16.95,93547,90501,448,14441.0,13660.0,14317.34,559,260,7370.0,7370.0,10288.0,7368.0,13582.0,26.62,38.04,26.62,38.04,24.0,34.29,24.5,35.0,81415,323126,79.87,796,53616,1291,87322,3420,4923023,872,59020,2093,141358,796,53616,1291,87322,3420,874,4923023,59152,872,3417,59020,1333,90186,1333,90186,2129,143638,2130,143692,3431,846,4956196,57364,851,3403,57750,8057595,904,3451,61264,3453,902,4972301,61132,1346,90945,1342,90669,814,55097,813,55031,2092,141360,886,3468,60064,8042455,9837,2973,201022,3489,909,5017843,61656,911,3462,61788,1319,89126,1320,89192,802,54132,803,54206
1479410171,37920868,28042620,42.51,188984,26516868,14996636,11800208,552,66900724,195848,39900,20.37,78613,93604,483,0.17,21.0,30.0,20.62,29.46,22.0,31.43,22.0,31.43,197245,207296,36526432,29437056,44.63,110580,27853316,16442876,11625236,100991,131596,0.02,0.07,178343,226198,55.91,27677.0,326.0,33527092,32436396,49.17,144416,26258620,15211480,11.43,20757908,4608,66,1838,61.77,49.94,48.24,321,53,1082.0,1082.0,1081.0,41.88,59.82,41.5,59.29,45.0,64.29,45.0,64.29,217714,186827,46.18,51.27,25942679,370025,0.29,6.93,6.93,81508.0,18772.0,1935.0,672.0,1404.0,220.0,760.0,474.0,303.0,36343252,29621868,44.91,224812,23574844,16137512,12.13,19472960,3740,6336,69,1875,58.64,43.1,44.1,12307.0,6353.0,6293.28,420,56,3617.0,3617.0,5737.0,3464.0,6569.0,46.0,65.71,45.0,64.29,47.38,67.68,47.38,67.68,277822,126847,31.35,36.43,25874308,438396,69.7,8.08,68.69,8.08,6.06,8.0,66.33,28586.0,30530084,35433404,53.72,185480,28371224,17069776,12.83,22616180,11068692,6768,63,2081,62.26,52.44,52.21,504,52,3,1307.0,1307.0,1306.0,44.12,63.04,44.12,63.04,44.5,63.57,44.5,63.57,154791,249750,61.74,66.82,25843758,468946,98.95,14286.0,1693.0,1491.0,1652.0,1564.0,1465.0,1461.0,1599.0,36892304,29071184,44.07,141644,27507920,602356,0.45,16654560,11081800,148,67030400,66172,11212,16.94,93547,90502,448,14760.0,13728.0,14079.82,560,261,7533.0,7533.0,10613.0,7538.0,14098.0,26.5,37.86,26.5,37.86,23.5,33.57,24.12,34.46,81415,323126,79.87,846,57799,1297,87815,3096,4442890,827,55920,2142,145548,846,57799,1297,87815,3096,828,4442890,55986,827,3105,55920,1288,87137,1284,86873,2138,145112,2139,145166,3444,915,4945860,62108,909,3467,61656,8138770,775,2941,52260,2937,779,4212141,52524,1291,87274,1291,87286,825,56012,821,55736,2131,144714,799,2974,53904,6719267,9925,2931,198708,2874,777,4125949,52342,777,2903,52342,1309,88547,1311,88685,826,56311,827,56369
1479410172,37920980,28042508,42.51,188984,26517152,14996916,11800236,580,66900724,195848,39900,20.37,78613,93604,483,0.17,21.5,30.71,20.5,29.29,22.0,31.43,22.0,31.43,197245,207296,36526136,29437352,44.63,110580,27853320,16442896,11625248,100991,131596,0.02,0.07,178343,226198,55.91,32063.37,282.18,33520500,32442988,49.18,144416,26258760,15237516,11.45,20779088,4608,63,1838,61.77,49.94,48.24,321,53,1118.81,1118.81,1118.81,42.0,60.0,41.5,59.29,45.5,65.0,45.5,65.0,217714,186827,46.18,51.27,25942679,370025,0.33,6.93,7.92,86949.0,15145.0,1774.0,660.0,1273.0,202.0,757.0,431.0,329.0,36290728,29674392,44.98,224812,23569684,16290192,12.24,19527824,4064,6432,66,1894,58.91,43.41,44.2,15337.0,6946.0,6413.56,421,58,3525.0,3525.0,5802.0,3533.0,6760.0,46.0,65.71,45.25,64.64,47.38,67.68,47.38,67.68,277822,126847,31.35,36.43,25874308,438396,61.62,14.14,63.73,12.75,15.31,15.79,68.69,21189.0,30486404,35477084,53.78,185480,28371732,17339432,13.03,22670908,11068500,6816,64,2099,62.64,52.68,52.29,505,52,3,1304.0,1304.0,1304.0,44.12,63.04,44.12,63.04,44.5,63.57,44.5,63.57,154791,249750,61.74,66.82,25843758,468946,98.91,13996.0,1721.0,1528.0,1646.0,1601.0,1490.0,1427.0,1403.0,36891840,29071648,44.07,141644,27507952,602356,0.45,16654600,11081824,180,67030400,66172,11212,16.94,93547,90499,448,14960.0,14207.0,14742.76,557,258,7464.0,7464.0,10317.0,7451.0,13548.0,26.5,37.86,26.5,37.86,23.5,33.57,24.0,34.29,81415,323126,79.87,792,53557,1302,89267,2902,4155916,804,54441,2091,142602,792,53557,1302,89267,2902,800,4155916,54177,804,2882,54441,1289,88277,1293,88528,2093,142750,2088,142456,2854,796,4094004,53773,799,2859,53971,6573310,812,2893,55005,2914,808,4169811,54741,1259,85281,1258,85215,799,54079,804,54421,2098,143048,806,2849,54609,6660694,9491,2907,197903,2947,803,4217181,54471,808,2944,54825,1284,88003,1283,87925,793,53611,793,53611
1479410173,37919720,28043768,42.51,188984,26517824,14997392,11800516,612,66900724,195848,39900,20.37,78613,93604,483,0.17,21.0,30.0,20.62,29.46,22.0,31.43,22.0,31.43,197245,207296,36526136,29437352,44.63,110580,27853320,16442896,11625248,100991,131596,0.02,0.07,178343,226198,55.91,27576.0,287.0,33637628,32325860,49.01,144416,26258912,14872184,11.18,20662020,4512,68,1803,61.77,49.94,48.24,320,52,1108.0,1108.0,1105.0,42.0,60.0,42.0,60.0,45.0,64.29,45.0,64.29,217714,186827,46.18,51.27,25942679,370025,0.21,7.0,5.0,83904.0,12932.0,1271.0,632.0,1011.0,353.0,418.0,389.0,337.0,36143324,29821796,45.21,224812,23576180,16693996,12.55,19669876,4320,6432,65,1926,58.91,43.41,44.2,13262.0,6713.0,6304.45,421,56,2685.0,2685.0,5271.0,2727.0,6309.0,46.0,65.71,45.12,64.46,47.38,67.68,47.38,67.68,277822,126847,31.35,36.43,25874308,438396,63.92,14.43,67.68,8.08,12.5,14.58,69.7,20911.0,30518260,35445228,53.73,185480,28372404,17062340,12.82,22608180,11066440,6816,77,2084,62.64,52.68,52.29,505,53,3,1140.0,1140.0,1140.0,44.12,63.04,44.12,63.04,44.5,63.57,44.5,63.57,154790,249751,61.74,66.82,25843758,468946,98.83,14236.0,1860.0,1447.0,1734.0,1522.0,1315.0,1503.0,1479.0,36891564,29071924,44.07,141644,27507988,602356,0.45,16654664,11081824,216,67030400,66172,11212,16.94,93547,90496,448,14633.0,13645.0,14032.69,554,255,7407.0,7407.0,10200.0,7409.0,13298.0,26.5,37.86,26.5,37.86,24.0,34.29,24.12,34.46,81415,323126,79.87,765,51506,1243,84459,3186,4579467,838,56888,2005,135779,765,51506,1243,84459,3186,839,4579467,56954,838,3206,56888,1232,83680,1227,83363,1991,134814,1993,134910,2918,763,4189800,51558,763,2904,51570,7050124,833,3175,56558,3210,836,4618968,56756,1257,86463,1258,86529,758,51221,757,51155,1985,134464,841,3203,57086,7579444,9480,2831,191880,3220,841,4633399,57106,834,3220,56620,1231,83646,1231,83640,769,51879,765,51615
