TimeStamp,0_kbmemfree,0_kbmemused,0_X..memused,0_kbbuffers,0_kbcached,0_kbactive,0_kbinact,0_kbswpfree,0_kbswpused,0_kbswpcad,0_dentunusd,0_inode.nr,0_X.dev.mapper.cloud..2.root_MBfsfree,0_X.dev.mapper.cloud..2.root_MBfsused,1_kbmemfree,1_kbmemused,1_X..memused,1_kbbuffers,1_kbcached,1_kbactive,1_kbinact,1_ldavg.15,1_X.dev.mapper.cloud..3.root_MBfsfree,1_X.dev.mapper.cloud..3.root_MBfsused,1_X.dev.mapper.cloud..3.root_.fsused,2_kbmemfree,2_kbmemused,2_X..memused,2_kbbuffers,2_kbcached,2_kbactive,2_file.nr,2_plist.sz,2_ldavg.1,2_ldavg.5,2_ldavg.15,2_totsck,2_X.dev.mapper.cloud..7.root_MBfsfree,2_X.dev.mapper.cloud..7.root_MBfsused,2_X.dev.mapper.cloud..7.root_.fsused,2_X.dev.mapper.cloud..7.root_.ufsused,2_X.dev.mapper.cloud..7.root_Ifree,2_X.dev.mapper.cloud..7.root_Iused,3_sum_intr.s,3_i129_intr.s,3_kbmemfree,3_kbmemused,3_X..memused,3_kbbuffers,3_kbcached,3_kbcommit,3_X..commit,3_kbactive,3_file.nr,3_runq.sz,3_plist.sz,3_ldavg.1,3_ldavg.5,3_ldavg.15,3_totsck,3_irec.s,3_idel.s,3_orq.s,3_iseg.s,3_X.dev.mapper.cloud..8.root_MBfsfree,3_X.dev.mapper.cloud..8.root_MBfsused,3_X.dev.mapper.cloud..8.root_.fsused,3_X.dev.mapper.cloud..8.root_.ufsused,3_X.dev.mapper.cloud..8.root_Ifree,3_X.dev.mapper.cloud..8.root_Iused,4_kbmemfree,4_kbmemused,4_X..memused,4_kbbuffers,4_kbcached,4_kbcommit,4_X..commit,4_kbactive,4_file.nr,4_runq.sz,4_plist.sz,4_ldavg.1,4_ldavg.5,4_ldavg.15,4_tcp.tw,4_X.dev.mapper.cloud..9.root_MBfsfree,4_X.dev.mapper.cloud..9.root_MBfsused,4_X.dev.mapper.cloud..9.root_.fsused,4_X.dev.mapper.cloud..9.root_.ufsused,4_X.dev.mapper.cloud..9.root_Ifree,4_X.dev.mapper.cloud..9.root_Iused,5_i138_intr.s,5_i139_intr.s,5_i142_intr.s,5_kbbuffers,5_kbcached,5_kbactive,5_kbinact,5_kbdirty,5_kbswpfree,5_kbswpused,5_kbswpcad,5_X..swpcad,5_dentunusd,5_irec.s,5_idel.s,5_orq.s,5_iseg.s,5_temp1_degC,5_temp1_.temp,5_temp2_degC,5_temp2_.temp,5_temp3_degC,5_temp3_.temp,5_temp4_degC,5_temp4_.temp,5_X.dev.mapper.cloud..5.root_MBfsfree,5_X.dev.mapper.cloud..5.root_MBfsused,5_X.dev.mapper.cloud..5.root_.fsused,6_RxPacktes,6_RxBytes,5_TxPacktes,5_TxBytes,6_RxPacktes,6_RxBytes,22_TxPacktes,22_TxBytes,23_RxPacktes,23_RxBytes,24_RxPacktes,24_RxBytes,25_TxPacktes,25_TxBytes,35_RxPacktes,35_RxBytes,37_TxPacktes,38_RxPacktes
1479409946,38066824,27896664,42.29,188976,26370608,14898588,11751680,66900716,195856,39908,78633,93624,197252,207289,36531940,29431548,44.62,110384,27846724,16437016,11622320,0.09,178350,226191,55.91,34182868,31780620,48.18,144308,26226492,20107344,4080,1695,55.23,37.83,44.89,317,217746,186795,46.17,51.26,25942683,370021,26020.0,900.0,36595460,29369660,44.52,224612,23532784,14333076,10.77,19234208,5664,48,1675,41.81,29.33,41.24,415,2092.0,2092.0,3673.0,2068.0,277873,126796,31.33,36.41,25874314,438390,31209932,34753556,52.69,185444,28234268,15552976,11.69,21979816,6384,58,1937,56.71,42.77,49.85,0,154821,249720,61.73,66.81,25843762,468942,1348.0,1597.0,1234.0,141568,27500468,16647148,11081084,120,67030396,66176,11216,16.95,93547,7039.0,7039.0,10449.0,7040.0,26.0,37.14,26.0,37.14,23.0,32.86,23.12,33.04,81423,323118,79.87,969,65426,962,64940,969,65426,903,61417,901,61285,957,64727,954,64529,959,64622,931,933
1479409947,38064772,27898716,42.29,188976,26372144,14899328,11752500,66900716,195856,39908,78633,93624,197252,207289,36531528,29431960,44.62,110384,27846756,16437032,11622340,0.09,178350,226191,55.91,34327012,31636476,47.96,144308,26226624,19980588,4032,1660,55.23,37.83,44.89,316,217746,186795,46.17,51.26,25942683,370021,22998.0,944.0,36605540,29359580,44.51,224612,23532104,14608584,10.98,19226324,5760,49,1710,41.74,29.53,41.24,415,2349.0,2349.0,3705.0,2337.0,277873,126796,31.33,36.41,25874314,438390,31333488,34630000,52.5,185444,28235156,15174192,11.4,21858236,6288,66,1902,56.97,43.06,49.9,1,154821,249720,61.73,66.81,25843762,468942,1255.0,1612.0,1177.0,141568,27500504,16647148,11081084,152,67030396,66176,11216,16.95,93547,7191.0,7191.0,10509.0,7186.0,25.88,36.96,25.88,36.96,22.75,32.5,23.5,33.57,81423,323119,79.87,864,58843,869,59197,864,58843,861,58422,869,58974,856,58198,859,58396,887,60413,862,855
1479409948,38065084,27898404,42.29,188976,26373196,14899720,11753144,66900716,195856,39908,78633,93624,197252,207289,36531712,29431776,44.62,110384,27846760,16437032,11622340,0.09,178350,226191,55.91,34266628,31696860,48.05,144308,26226776,20060540,4032,1695,55.23,37.83,44.89,317,217746,186795,46.17,51.26,25942683,370021,22103.0,805.0,36482084,29483036,44.69,224612,23537144,14718188,11.06,19346636,5808,55,1710,41.74,29.53,41.24,415,2454.0,2454.0,4015.0,2462.0,277873,126796,31.33,36.41,25874314,438390,31211936,34751552,52.68,185444,28236892,15497244,11.65,21981408,6288,60,1937,56.97,43.06,49.9,1,154820,249721,61.73,66.81,25843762,468942,1236.0,1652.0,1270.0,141568,27500536,16647376,11081108,184,67030396,66176,11216,16.95,93547,7243.0,7243.0,10431.0,7246.0,25.62,36.61,25.62,36.61,23.0,32.86,23.5,33.57,81422,323119,79.87,902,61185,901,61119,902,61185,893,60763,891,60619,907,61631,901,61223,906,61296,897,899
1479409949,38063776,27899712,42.3,188976,26374248,14900372,11753736,66900716,195856,39908,78633,93624,197252,207289,36532224,29431264,44.62,110384,27846760,16437032,11622340,0.09,178350,226191,55.91,34230212,31733276,48.11,144308,26226912,20067240,3984,1660,55.85,38.25,44.98,317,217745,186796,46.17,51.26,25942683,370021,22604.0,701.0,36519264,29445856,44.64,224612,23529940,14629216,10.99,19318096,5760,51,1710,41.74,29.53,41.24,415,1997.0,1997.0,3658.0,1983.0,277873,126796,31.33,36.41,25874314,438390,31163304,34800184,52.76,185444,28237544,15538240,11.68,22045920,6288,63,1937,56.97,43.06,49.9,1,154820,249721,61.73,66.81,25843762,468942,1305.0,1782.0,1264.0,141568,27500572,16651032,11079080,0,67030396,66176,11216,16.95,93556,8009.0,8010.0,12617.0,8013.0,26.38,37.68,26.38,37.68,23.0,32.86,23.75,33.93,81422,323119,79.87,825,56098,824,56032,825,56098,789,53583,787,53439,840,57132,843,57342,829,56483,823,825
1479409950,38063380,27900108,42.3,188976,26374564,14901104,11753580,66900716,195856,39908,78633,93624,197252,207289,36531924,29431564,44.62,110384,27846840,16437052,11622352,0.09,178350,226191,55.91,34275188,31688300,48.04,144312,26227064,20044784,4032,1695,55.85,38.25,44.98,317,217745,186796,46.17,51.26,25942683,370021,18705.0,609.0,36597488,29367632,44.52,224612,23533384,14342056,10.78,19240328,5712,48,1675,41.74,29.53,41.24,415,1785.0,1785.0,3616.0,1787.0,277872,126797,31.33,36.41,25874314,438390,31281332,34682156,52.58,185444,28238320,15183092,11.41,21901784,6192,57,1902,56.97,43.06,49.9,1,154820,249721,61.73,66.81,25843762,468942,1230.0,1597.0,1236.0,141568,27500604,16649760,11079084,44,67030396,66176,11216,16.95,93547,7312.0,7311.0,11779.0,7298.0,26.12,37.32,26.12,37.32,23.0,32.86,23.5,33.57,81422,323119,79.87,815,55279,815,55279,815,55279,832,56288,828,56024,804,54501,807,54699,824,55857,819,818
1479409951,38062420,27901068,42.3,188976,26375104,14901516,11753692,66900716,195856,39908,78633,93624,197252,207289,36531688,29431800,44.62,110392,27846896,16437068,11622364,0.09,178349,226192,55.91,34180248,31783240,48.18,144312,26227244,20108668,4080,1695,55.85,38.25,44.98,317,217745,186796,46.17,51.26,25942683,370021,24244.0,641.0,36699888,29265232,44.36,224628,23536864,13956880,10.49,19137984,5664,41,1640,41.74,29.53,41.24,414,1806.0,1806.0,3357.0,1820.0,277872,126797,31.33,36.41,25874314,438390,31227676,34735812,52.66,185444,28238988,15508420,11.66,21988908,6288,61,1937,56.97,43.06,49.9,1,154820,249721,61.73,66.81,25843762,468942,1361.0,1444.0,1110.0,141568,27500636,16649512,11079084,116,67030396,66176,11216,16.95,93547,6987.0,6987.0,10201.0,6987.0,26.0,37.14,26.0,37.14,23.0,32.86,23.5,33.57,81422,323119,79.87,811,54780,814,54978,811,54780,811,54835,813,54967,805,54296,805,54296,801,54224,807,806
1479409952,38061108,27902380,42.3,188976,26376028,14902604,11753420,66900716,195856,39908,78633,93624,197252,207289,36531624,29431864,44.62,110392,27846924,16437084,11622380,0.09,178349,226192,55.91,34201264,31762224,48.15,144312,26227380,20112028,4128,1695,55.85,38.25,44.98,317,217745,186796,46.17,51.26,25942683,370021,24538.0,668.0,36652052,29313068,44.44,224628,23537824,14263520,10.72,19189440,5712,45,1675,42.32,29.85,41.28,414,1961.0,1961.0,3624.0,1953.0,277872,126797,31.33,36.41,25874314,438390,31262608,34700880,52.61,185444,28239884,15185456,11.41,21920852,6384,64,1905,57.05,43.31,49.94,1,154820,249721,61.73,66.81,25843762,468942,1413.0,1428.0,1249.0,141568,27500668,16649488,11079088,148,67030396,66176,11216,16.95,93547,7128.0,7128.0,10228.0,7127.0,26.0,37.14,26.0,37.14,23.0,32.86,23.5,33.57,81422,323119,79.87,813,55269,808,54927,813,55269,810,55195,811,55261,816,55423,815,55357,815,55161,818,816
1479409953,38060344,27903144,42.3,188976,26376816,14902996,11753856,66900716,195856,39908,78628,93619,197252,207289,36531592,29431896,44.62,110392,27846956,16437092,11622408,0.09,178349,226192,55.91,34320420,31643068,47.97,144312,26227548,19994240,4128,1661,55.85,38.25,44.98,317,217745,186796,46.17,51.26,25942683,370021,24307.0,611.0,36647464,29317656,44.44,224628,23541172,14279964,10.73,19192724,5712,52,1675,42.32,29.85,41.28,414,1895.0,1895.0,3579.0,1895.0,277872,126797,31.33,36.41,25874314,438390,31255304,34708184,52.62,185444,28240660,15422068,11.59,21950428,6336,62,1937,57.05,43.31,49.94,1,154820,249721,61.73,66.81,25843762,468942,1467.0,1430.0,1192.0,141568,27500704,16649516,11079104,184,67030396,66176,11216,16.95,93547,6983.0,6983.0,10214.0,6977.0,26.0,37.14,26.0,37.14,23.25,33.21,23.5,33.57,81422,323119,79.87,835,56689,841,57097,835,56689,844,57196,842,57064,831,56469,831,56469,840,57271,826,826
1479409955,38059644,27903844,42.3,188976,26377780,14903736,11754112,66900716,195856,39908,78628,93619,197252,207289,36531596,29431892,44.62,110392,27847016,16437124,11622436,0.09,178349,226192,55.91,34229308,31734180,48.11,144320,26227852,20105472,4224,1695,55.94,38.56,45.05,317,217745,186796,46.17,51.26,25942683,370021,21280.0,607.0,36813184,29151936,44.19,224628,23547552,13902592,10.45,19027236,5616,56,1640,42.32,29.85,41.28,413,2038.0,2038.0,3462.0,2060.0,277871,126798,31.33,36.41,25874314,438390,31373376,34590112,52.44,185444,28241916,14816304,11.14,21851100,6192,60,1870,57.05,43.31,49.94,1,154820,249721,61.73,66.81,25843762,468942,1294.0,1354.0,1372.0,141568,27500768,16649572,11079140,0,67030396,66176,11216,16.95,93547,6952.0,6952.0,10022.0,6945.0,26.0,37.14,26.0,37.14,23.0,32.86,23.38,33.39,81422,323119,79.87,822,55953,823,56007,822,55953,861,58775,858,58577,824,56117,822,55985,812,55249,819,820
1479409956,38058700,27904788,42.3,188976,26377968,14904196,11753824,66900716,195856,39908,78628,93619,197252,207289,36531244,29432244,44.62,110392,27847044,16437144,11622444,0.09,178349,226192,55.91,34138388,31825100,48.25,144320,26228012,20164576,4272,1730,55.94,38.56,45.05,318,217744,186797,46.17,51.26,25942683,370021,22141.0,746.0,36764960,29200160,44.27,224632,23523488,14204224,10.67,19082876,5664,47,1675,42.32,29.85,41.28,415,2079.0,2079.0,3485.0,2069.0,277871,126798,31.33,36.41,25874314,438390,31295856,34667632,52.56,185444,28242468,15179108,11.41,21915856,6192,57,1902,57.05,43.31,49.94,1,154819,249722,61.73,66.81,25843762,468942,1217.0,1378.0,1171.0,141568,27500800,16649568,11079140,60,67030396,66176,11216,16.95,93547,6916.0,6916.0,10171.0,6915.0,26.0,37.14,26.0,37.14,23.0,32.86,23.38,33.39,81422,323119,79.87,842,57588,844,57744,842,57588,830,56564,829,56498,838,57212,834,56912,843,57650,843,840
1479409958,38057576,27905912,42.31,188976,26379276,14905104,11754244,66900716,195856,39908,78628,93619,197252,207289,36531480,29432008,44.62,110392,27847104,16437192,11622484,0.09,178349,226192,55.91,34036304,31927184,48.4,144320,26228288,20219568,4272,1730,55.94,38.56,45.05,318,217744,186797,46.18,51.26,25942683,370021,21469.0,811.0,36728696,29236424,44.32,224632,23526316,14203408,10.67,19116944,5664,42,1675,43.1,30.22,41.34,414,2039.0,2039.0,3479.0,2047.0,277871,126798,31.33,36.41,25874314,438390,31390904,34572584,52.41,185444,28243488,14823456,11.14,21826904,6144,58,1867,57.05,43.53,49.98,1,154819,249722,61.73,66.81,25843762,468942,1338.0,1441.0,1374.0,141568,27500832,16649588,11079152,100,67030396,66176,11216,16.95,93547,6952.0,6952.0,9924.0,6951.0,26.12,37.32,26.12,37.32,22.62,32.32,23.5,33.57,81422,323119,79.87,757,51555,758,51621,757,51555,778,53045,779,53123,754,51169,754,51181,751,50948,764,763
1479409959,38057112,27906376,42.31,188976,26379848,14905512,11754368,66900716,195856,39908,78628,93619,197252,207289,36531232,29432256,44.62,110392,27847104,16437192,11622484,0.09,178349,226192,55.91,34176820,31786668,48.19,144320,26228444,20161380,4224,1701,55.95,38.85,45.11,318,217744,186797,46.18,51.26,25942683,370021,21341.0,878.0,36690408,29274712,44.38,224632,23525612,14539816,10.93,19156800,5760,56,1710,43.1,30.22,41.34,416,2102.0,2102.0,3839.0,2112.0,277870,126799,31.33,36.41,25874314,438390,31215224,34748264,52.68,185444,28244108,15243076,11.46,21968376,6192,65,1902,57.05,43.53,49.98,1,154819,249722,61.73,66.81,25843762,468942,1352.0,1332.0,1301.0,141568,27500896,16649600,11079176,164,67030396,66176,11216,16.95,93547,7045.0,7045.0,9799.0,7043.0,26.0,37.14,26.0,37.14,22.5,32.14,23.5,33.57,81422,323119,79.87,824,55644,822,55512,824,55644,852,57777,852,57789,828,55980,831,56178,835,56686,824,826
1479409960,38057700,27905788,42.3,188976,26380260,14905900,11754348,66900716,195856,39908,78628,93619,197252,207290,36531268,29432220,44.62,110392,27847160,16437228,11622504,0.09,178349,226192,55.91,34123548,31839940,48.27,144324,26228592,20154848,4272,1730,55.95,38.85,45.11,318,217744,186797,46.18,51.26,25942683,370021,24935.0,825.0,36724088,29241032,44.33,224632,23528992,14214948,10.68,19121812,5712,54,1675,43.1,30.22,41.34,414,2183.0,2183.0,4131.0,2161.0,277870,126799,31.33,36.41,25874314,438390,31241108,34722380,52.64,185444,28244520,15254980,11.46,21991744,6192,59,1902,57.05,43.53,49.98,1,154819,249722,61.73,66.82,25843762,468942,1198.0,1343.0,1272.0,141568,27500932,16649624,11079188,0,67030396,66176,11216,16.95,93547,7011.0,7011.0,9808.0,7007.0,26.0,37.14,26.0,37.14,22.75,32.5,23.5,33.57,81422,323119,79.87,861,58771,856,58417,861,58771,827,55966,830,56176,856,58417,856,58417,852,58033,865,865
1479409961,38057208,27906280,42.31,188976,26380800,14906304,11754576,66900716,195856,39908,78628,93619,197251,207290,36531384,29432104,44.62,110396,27847184,16437252,11622536,0.09,178349,226192,55.91,34164960,31798528,48.21,144324,26228752,20154300,4176,1730,55.95,38.85,45.11,318,217744,186797,46.18,51.26,25942683,370021,24927.0,971.0,36532468,29432652,44.62,224636,23530352,14979412,11.26,19311464,5904,50,1745,43.1,30.22,41.34,416,2860.0,2860.0,4000.0,2878.0,277870,126799,31.33,36.41,25874314,438390,31234732,34728756,52.65,185444,28244992,15206176,11.43,21967420,6192,56,1902,57.05,43.53,49.98,1,154819,249722,61.73,66.82,25843762,468942,1168.0,1374.0,1291.0,141572,27500968,16649648,11079200,72,67030396,66176,11216,16.95,93547,7059.0,7059.0,10177.0,7057.0,26.0,37.14,26.0,37.14,22.88,32.68,23.25,33.21,81422,323119,79.87,887,59918,887,59862,887,59918,890,60561,887,60327,882,59628,881,59562,868,58516,879,883
1479409962,38056112,27907376,42.31,188976,26381216,14906520,11754776,66900716,195856,39908,78628,93619,197251,207290,36531216,29432272,44.62,110396,27847220,16437256,11622536,0.09,178349,226192,55.91,34246472,31717016,48.08,144324,26228908,20047284,4128,1695,55.95,38.85,45.11,317,217743,186798,46.18,51.26,25942683,370021,25558.42,717.82,36719472,29245648,44.34,224636,23524608,14229320,10.69,19134284,5808,48,1678,43.97,30.61,41.41,416,2458.42,2458.42,3788.12,2446.53,277870,126799,31.33,36.41,25874314,438390,31220016,34743472,52.67,185444,28245804,15202768,11.43,22013520,6192,58,1902,57.12,43.77,50.03,1,154819,249722,61.73,66.82,25843762,468942,1058.0,1463.0,1272.0,141572,27501000,16649660,11079216,104,67030396,66176,11216,16.95,93547,6996.0,6996.0,10071.0,6994.0,26.0,37.14,26.0,37.14,23.0,32.86,23.5,33.57,81422,323119,79.87,817,55535,823,56011,817,55535,815,55302,813,55170,812,55141,808,54877,852,58053,812,814
1479409963,38055644,27907844,42.31,188976,26381628,14907136,11754568,66900716,195856,39908,78628,93619,197251,207290,36531216,29432272,44.62,110396,27847248,16437272,11622548,0.09,178349,226192,55.91,34166464,31797024,48.2,144324,26229060,20148596,4176,1730,55.95,38.85,45.11,318,217743,186798,46.18,51.26,25942683,370021,24485.0,563.0,36616096,29349024,44.49,224636,23527148,14552560,10.94,19238608,5856,36,1710,43.97,30.61,41.41,416,1902.0,1902.0,3078.0,1900.0,277870,126799,31.33,36.41,25874314,438390,31189944,34773544,52.72,185444,28246272,15237916,11.45,21985728,6192,60,1902,57.12,43.77,50.03,1,154818,249723,61.73,66.82,25843762,468942,1066.0,1494.0,1186.0,141572,27501036,16649692,11079228,140,67030396,66176,11216,16.95,93547,6988.0,6988.0,10003.0,6985.0,26.0,37.14,26.0,37.14,23.12,33.04,23.5,33.57,81422,323119,79.87,805,54703,804,54637,805,54703,786,53421,790,53685,832,56705,835,56903,804,54676,817,812
1479409964,38054144,27909344,42.31,188976,26383036,14907276,11755352,66900716,195856,39908,78628,93619,197251,207290,36530808,29432680,44.62,110396,27847276,16437288,11622560,0.09,178349,226192,55.91,34119696,31843792,48.27,144324,26229196,20178804,4224,1715,56.43,39.24,45.2,319,217743,186798,46.18,51.26,25942683,370021,31671.0,583.0,36623684,29341436,44.48,224636,23522184,14555116,10.94,19234184,5856,45,1710,43.97,30.61,41.41,415,1938.0,1938.0,2987.0,1934.0,277869,126800,31.33,36.41,25874314,438390,31267708,34695780,52.6,185444,28247632,14881860,11.18,21876864,6192,61,1870,57.12,43.77,50.03,1,154818,249723,61.73,66.82,25843762,468942,1075.0,1450.0,1227.0,141572,27501068,16649728,11079244,172,67030396,66176,11216,16.95,93547,6688.0,6688.0,9777.0,6687.0,26.0,37.14,26.0,37.14,23.0,32.86,23.5,33.57,81422,323119,79.87,840,57130,841,57184,840,57130,876,59610,874,59478,840,57034,839,56956,815,55357,860,863
1479409965,38052852,27910636,42.31,188976,26384028,14908264,11755676,66900716,195856,39908,78628,93619,197251,207290,36531384,29432104,44.62,110396,27847308,16437320,11622588,0.09,178349,226192,55.91,34269964,31693524,48.05,144324,26229352,20076436,4128,1730,56.43,39.24,45.2,318,217743,186798,46.18,51.26,25942683,370021,26452.0,593.0,36616996,29348124,44.49,224636,23525068,14587692,10.96,19236228,5856,47,1710,43.97,30.61,41.41,415,1824.0,1824.0,2767.0,1821.0,277869,126800,31.33,36.41,25874314,438390,31346956,34616532,52.48,185444,28248116,14822900,11.14,21859932,6192,64,1870,57.12,43.77,50.03,1,154818,249723,61.73,66.82,25843762,468942,1061.0,1320.0,1191.0,141572,27501100,16649772,11079256,204,67030396,66176,11216,16.95,93547,6446.0,6446.0,9580.0,6452.0,26.0,37.14,26.0,37.14,23.0,32.86,23.5,33.57,81422,323119,79.87,875,59587,870,59257,875,59587,859,58285,857,58165,863,58743,861,58623,899,61231,854,851
1479409966,38052648,27910840,42.31,188980,26384756,14908748,11755964,66900716,195856,39908,78628,93619,197251,207290,36530804,29432684,44.62,110400,27847332,16437320,11622588,0.09,178349,226192,55.91,34143920,31819568,48.24,144324,26229520,20163440,4128,1730,56.43,39.24,45.2,318,217743,186798,46.18,51.26,25942683,370021,30684.0,464.0,36614276,29350844,44.49,224636,23529472,14614984,10.98,19239464,5856,46,1710,43.97,30.61,41.41,415,2133.0,2133.0,2975.0,2138.0,277869,126800,31.33,36.41,25874314,438390,31238180,34725308,52.64,185444,28249292,15205268,11.43,21988680,6192,61,1902,57.12,43.77,50.03,1,154818,249723,61.73,66.82,25843762,468942,1118.0,1341.0,1244.0,141576,27501132,16649776,11079264,44,67030396,66176,11216,16.95,93547,6706.0,6706.0,9885.0,6701.0,26.0,37.14,26.0,37.14,22.88,32.68,23.5,33.57,81422,323119,79.87,845,57020,849,57296,845,57020,824,55554,834,56199,846,57038,845,56972,828,55938,842,844
1479409967,38051192,27912296,42.31,188980,26385712,14909080,11756628,66900716,195856,39908,78628,93619,197251,207290,36531416,29432072,44.62,110400,27847364,16437340,11622600,0.09,178349,226192,55.91,34239452,31724036,48.09,144328,26229652,20083960,4176,1730,56.43,39.24,45.2,318,217743,186798,46.18,51.26,25942683,370021,25688.0,620.0,36504676,29460444,44.66,224636,23529012,14940096,11.23,19349136,5904,52,1745,44.21,30.88,41.44,416,2338.0,2338.0,3161.0,2339.0,277869,126800,31.33,36.41,25874314,438390,31365640,34597848,52.45,185444,28250440,14864684,11.17,21856020,6192,57,1867,57.43,44.06,50.08,1,154818,249723,61.73,66.82,25843762,468942,1012.0,1373.0,1363.0,141576,27501164,16649784,11079300,100,67030396,66176,11216,16.95,93547,6765.0,6765.0,9895.0,6762.0,26.0,37.14,26.0,37.14,22.88,32.68,23.5,33.57,81422,323119,79.87,841,56942,842,57008,841,56942,844,57311,832,56519,832,56412,838,56808,833,56309,821,817
1479409968,38050924,27912564,42.32,188980,26386384,14909464,11757008,66900716,195856,39908,78628,93619,197251,207290,36531000,29432488,44.62,110400,27847364,16437340,11622600,0.09,178349,226192,55.91,34226104,31737384,48.11,144328,26229804,20095840,4176,1730,56.43,39.24,45.2,318,217743,186798,46.18,51.26,25942683,370021,21137.0,809.0,36655440,29309680,44.43,224636,23528356,14549112,10.93,19196892,5856,44,1710,44.21,30.88,41.44,415,2257.0,2257.0,3323.0,2255.0,277869,126800,31.33,36.41,25874314,438390,31244280,34719208,52.63,185452,28251196,15008152,11.28,21963120,6288,60,1870,57.43,44.06,50.08,1,154818,249723,61.73,66.82,25843762,468942,1019.0,1327.0,1359.0,141576,27501196,16649792,11079312,132,67030396,66176,11216,16.95,93547,6757.0,6757.0,9732.0,6768.0,26.0,37.14,26.0,37.14,22.88,32.68,23.5,33.57,81422,323119,79.87,783,53176,778,52846,783,53176,824,55836,825,55902,787,53436,784,53226,800,54346,801,799
1479409969,38048924,27914564,42.32,188980,26387052,14910156,11756984,66900716,195856,39908,78628,93619,197251,207290,36530684,29432804,44.62,110400,27847424,16437376,11622624,0.09,178349,226192,55.91,34220376,31743112,48.12,144328,26229952,20085968,4176,1730,56.72,39.58,45.28,318,217742,186799,46.18,51.26,25942683,370021,23086.0,525.0,36614080,29351040,44.49,224636,23532472,14462284,10.87,19235344,5856,51,1690,44.21,30.88,41.44,415,2205.0,2205.0,3492.0,2539.0,277869,126800,31.33,36.41,25874314,438390,31210664,34752824,52.68,185452,28251728,15220472,11.44,21991672,6288,60,1902,57.43,44.06,50.08,1,154818,249723,61.73,66.82,25843762,468942,1040.0,1322.0,1226.0,141576,27501232,16649832,11079324,168,67030396,66176,11216,16.95,93547,6590.0,6590.0,9485.0,6573.0,26.0,37.14,26.0,37.14,22.75,32.5,23.5,33.57,81422,323119,79.87,887,60259,892,60589,887,60259,878,59833,881,60031,890,60465,890,60453,888,60245,894,904
1479409971,38048660,27914828,42.32,188980,26388008,14911028,11757060,66900716,195856,39908,78623,93614,197251,207290,36531324,29432164,44.62,110404,27847452,16437392,11622636,0.09,178349,226192,55.91,34180192,31783296,48.18,144328,26230220,20093600,4128,1730,56.72,39.58,45.28,318,217742,186799,46.18,51.26,25942683,370021,27334.0,596.0,36851180,29113940,44.14,224644,23527224,13846672,10.41,19008948,5712,49,1640,44.21,30.88,41.44,415,2446.0,2446.0,3469.0,2425.0,277868,126801,31.33,36.41,25874314,438390,31211276,34752212,52.68,185452,28253232,15232548,11.45,22011908,6288,66,1902,57.43,44.06,50.08,1,154817,249724,61.73,66.82,25843762,468942,935.0,1448.0,1340.0,141576,27501296,16649912,11079364,0,67030396,66176,11216,16.95,93547,6971.0,6971.0,10013.0,6974.0,26.0,37.14,26.0,37.14,22.5,32.14,23.5,33.57,81422,323119,79.87,912,61626,911,61560,912,61626,920,62084,919,62018,911,61392,909,61260,856,57842,906,903
1479409972,38047644,27915844,42.32,188980,26388548,14911624,11757028,66900716,195856,39908,78623,93614,197251,207290,36531576,29431912,44.62,110404,27847484,16437392,11622640,0.09,178349,226192,55.91,34238804,31724684,48.09,144328,26230384,20069068,4080,1730,56.72,39.58,45.28,318,217742,186799,46.18,51.26,25942683,370021,22538.0,553.0,36890644,29074476,44.08,224644,23530840,13547360,10.18,18968620,5664,44,1605,44.2,31.1,41.45,413,2159.0,2159.0,3775.0,2173.0,277868,126801,31.33,36.41,25874314,438390,31074528,34888960,52.89,185452,28253928,15557632,11.69,22112576,6336,64,1937,57.4,44.28,50.12,1,154817,249724,61.73,66.82,25843762,468942,938.0,1324.0,1404.0,141576,27501328,16649908,11079364,44,67030396,66176,11216,16.95,93547,7150.0,7150.0,10261.0,7146.0,26.0,37.14,26.0,37.14,23.0,32.86,23.5,33.57,81422,323119,79.87,862,58485,864,58617,862,58485,881,60291,880,60213,855,58059,857,58191,881,59582,866,868
1479409973,38046564,27916924,42.32,188980,26389728,14912316,11757476,66900716,195856,39908,78623,93614,197251,207290,36531140,29432348,44.62,110404,27847516,16437412,11622652,0.09,178349,226192,55.91,34327928,31635560,47.96,144328,26230512,19988836,4128,1698,56.72,39.58,45.28,318,217742,186799,46.18,51.26,25942683,370021,24288.0,771.0,36785400,29179720,44.24,224644,23532288,13915260,10.46,19072872,5712,45,1641,44.2,31.1,41.45,414,2973.0,2973.0,4385.0,2963.0,277868,126801,31.33,36.41,25874314,438390,31039272,34924216,52.94,185452,28254796,15889864,11.94,22146600,6384,61,1973,57.4,44.28,50.12,1,154817,249724,61.73,66.82,25843762,468942,876.0,1491.0,1256.0,141576,27501360,16649920,11079376,76,67030396,66176,11216,16.95,93547,6873.0,6873.0,9756.0,6890.0,26.0,37.14,26.0,37.14,23.0,32.86,23.5,33.57,81422,323119,79.87,841,57622,844,57820,841,57622,826,56336,825,56270,852,58468,855,58666,861,59015,842,845
